user_id,segment,registration_date,user_channel,bet_id,vertical,stake_value,result,bet_date,payout,category
296,B,2024-02-27,orgânico,126,cassino_ao_vivo,9.05,LOSS,2025-06-09,0.00,cassino
132,C,2024-05-09,parceiro,135,cassino_ao_vivo,209.99,LOSS,2025-05-11,0.00,cassino
53,C,2024-10-09,orgânico,139,cassino_ao_vivo,34.84,WIN,2025-07-23,84.16,cassino
229,A,2024-04-19,parceiro,141,cassino_ao_vivo,8.73,LOSS,2025-04-17,0.00,cassino
495,C,2024-12-24,orgânico,146,cassino_ao_vivo,52.70,WIN,2025-05-31,156.35,cassino
189,B,2024-04-11,parceiro,153,cassino_ao_vivo,103.79,WIN,2025-04-10,254.06,cassino
151,C,2024-01-28,parceiro,154,cassino_ao_vivo,8.42,WIN,2025-05-18,15.99,cassino
157,A,2024-08-18,orgânico,160,cassino_ao_vivo,66.45,LOSS,2025-06-08,0.00,cassino
351,C,2024-07-09,pago,165,cassino_ao_vivo,17.32,LOSS,2025-05-01,0.00,cassino
174,B,2024-03-08,pago,166,cassino_ao_vivo,140.60,LOSS,2025-06-30,0.00,cassino
317,B,2024-05-13,orgânico,167,cassino_ao_vivo,12.64,WIN,2025-04-10,20.75,cassino
18,A,2024-03-16,pago,169,cassino_ao_vivo,22.07,WIN,2025-04-27,62.24,cassino
367,C,2024-01-19,pago,171,cassino_ao_vivo,10.00,LOSS,2025-04-20,0.00,cassino
68,C,2024-03-14,orgânico,179,cassino_ao_vivo,54.33,LOSS,2025-05-09,0.00,cassino
309,C,2024-04-27,orgânico,182,cassino_ao_vivo,87.79,WIN,2025-04-30,216.81,cassino
14,C,2024-07-06,pago,187,cassino_ao_vivo,16.78,LOSS,2025-04-20,0.00,cassino
432,A,2024-02-14,orgânico,189,cassino_ao_vivo,34.23,WIN,2025-04-15,53.13,cassino
156,C,2024-12-31,parceiro,190,cassino_ao_vivo,5.85,LOSS,2025-05-12,0.00,cassino
170,C,2024-05-21,pago,193,cassino_ao_vivo,127.13,LOSS,2025-05-12,0.00,cassino
452,B,2024-10-13,pago,195,cassino_ao_vivo,38.31,WIN,2025-06-08,106.06,cassino
358,B,2024-12-29,parceiro,197,cassino_ao_vivo,43.31,WIN,2025-05-14,128.35,cassino
471,C,2024-11-28,pago,203,cassino_ao_vivo,98.80,LOSS,2025-06-08,0.00,cassino
261,A,2024-11-24,parceiro,207,cassino_ao_vivo,5.69,WIN,2025-05-14,14.94,cassino
122,C,2024-05-29,parceiro,209,cassino_ao_vivo,27.36,LOSS,2025-04-16,0.00,cassino
90,B,2024-12-20,orgânico,210,cassino_ao_vivo,52.23,LOSS,2025-05-11,0.00,cassino
359,B,2024-05-17,orgânico,211,cassino_ao_vivo,118.15,LOSS,2025-04-24,0.00,cassino
255,A,2024-04-23,pago,212,cassino_ao_vivo,101.97,LOSS,2025-05-10,0.00,cassino
280,C,2024-11-30,pago,215,cassino_ao_vivo,66.45,LOSS,2025-11-18,0.00,cassino
478,C,2024-11-08,orgânico,221,cassino_ao_vivo,154.73,LOSS,2025-05-04,0.00,cassino
6,C,2024-10-03,orgânico,228,cassino_ao_vivo,0.90,WIN,2025-05-22,2.20,cassino
426,C,2024-10-21,parceiro,231,cassino_ao_vivo,12.12,LOSS,2025-05-30,0.00,cassino
171,C,2024-10-20,parceiro,238,cassino_ao_vivo,12.45,WIN,2025-05-14,27.04,cassino
353,A,2024-01-07,pago,247,cassino_ao_vivo,9.79,WIN,2025-05-07,20.90,cassino
94,A,2024-03-09,pago,250,cassino_ao_vivo,121.10,WIN,2025-06-07,285.85,cassino
250,A,2024-04-23,pago,253,cassino_ao_vivo,19.56,LOSS,2025-04-09,0.00,cassino
79,C,2024-11-03,pago,256,cassino_ao_vivo,37.82,WIN,2025-04-24,84.02,cassino
477,A,2024-07-24,parceiro,263,cassino_ao_vivo,59.57,WIN,2025-07-11,159.68,cassino
229,A,2024-04-19,parceiro,274,cassino_ao_vivo,55.05,WIN,2025-04-12,151.00,cassino
238,C,2024-01-29,pago,276,cassino_ao_vivo,33.19,LOSS,2025-04-17,0.00,cassino
7,A,2024-09-04,parceiro,280,cassino_ao_vivo,27.34,WIN,2025-05-02,64.02,cassino
357,B,2024-10-23,pago,282,cassino_ao_vivo,23.05,WIN,2025-05-07,53.42,cassino
67,C,2024-10-10,orgânico,285,cassino_ao_vivo,76.57,LOSS,2025-04-25,0.00,cassino
455,A,2024-12-20,orgânico,292,cassino_ao_vivo,79.35,LOSS,2025-04-12,0.00,cassino
202,B,2024-05-20,parceiro,296,cassino_ao_vivo,128.59,LOSS,2025-04-28,0.00,cassino
59,C,2024-10-09,pago,298,cassino_ao_vivo,12.28,LOSS,2025-05-02,0.00,cassino
181,A,2024-02-13,pago,302,cassino_ao_vivo,36.19,LOSS,2025-05-06,0.00,cassino
213,C,2024-07-08,orgânico,303,cassino_ao_vivo,8.00,LOSS,2025-05-30,0.00,cassino
172,C,2024-08-08,pago,307,cassino_ao_vivo,18.76,WIN,2025-05-07,36.55,cassino
129,B,2024-10-03,orgânico,322,cassino_ao_vivo,91.24,LOSS,2025-04-14,0.00,cassino
253,A,2024-07-06,pago,328,cassino_ao_vivo,25.55,LOSS,2025-05-09,0.00,cassino
371,C,2024-12-28,parceiro,357,cassino_ao_vivo,18.33,LOSS,2025-04-11,0.00,cassino
231,B,2024-01-05,parceiro,361,cassino_ao_vivo,64.48,LOSS,2025-06-11,0.00,cassino
4,C,2024-05-03,parceiro,364,cassino_ao_vivo,17.38,WIN,2025-04-20,28.06,cassino
412,B,2024-10-09,parceiro,367,cassino_ao_vivo,11.36,LOSS,2025-09-10,0.00,cassino
487,C,2024-01-05,parceiro,370,cassino_ao_vivo,43.26,LOSS,2025-05-18,0.00,cassino
325,A,2024-03-22,orgânico,377,cassino_ao_vivo,23.86,LOSS,2025-04-15,0.00,cassino
466,B,2024-01-25,parceiro,383,cassino_ao_vivo,4.07,LOSS,2025-05-11,0.00,cassino
153,C,2024-03-03,orgânico,386,cassino_ao_vivo,33.02,WIN,2025-04-17,77.99,cassino
237,A,2024-08-15,orgânico,388,cassino_ao_vivo,8.12,LOSS,2025-04-13,0.00,cassino
296,B,2024-02-27,orgânico,391,cassino_ao_vivo,5.55,WIN,2025-05-02,14.78,cassino
399,C,2024-05-28,parceiro,395,cassino_ao_vivo,6.82,LOSS,2025-04-11,0.00,cassino
206,A,2024-03-18,parceiro,399,cassino_ao_vivo,24.85,WIN,2025-05-24,56.86,cassino
82,A,2024-04-23,pago,406,cassino_ao_vivo,24.21,WIN,2025-06-30,42.37,cassino
1,A,2024-05-06,pago,407,cassino_ao_vivo,82.00,WIN,2025-05-03,203.29,cassino
183,C,2024-06-13,pago,410,cassino_ao_vivo,12.60,LOSS,2025-04-26,0.00,cassino
273,B,2024-05-05,pago,414,cassino_ao_vivo,24.97,LOSS,2025-04-29,0.00,cassino
299,A,2024-09-09,pago,422,cassino_ao_vivo,33.02,LOSS,2025-06-11,0.00,cassino
140,A,2024-11-05,parceiro,424,cassino_ao_vivo,85.58,LOSS,2025-05-28,0.00,cassino
306,C,2024-11-26,parceiro,425,cassino_ao_vivo,30.88,LOSS,2025-05-25,0.00,cassino
61,B,2024-02-22,orgânico,427,cassino_ao_vivo,112.03,LOSS,2025-04-11,0.00,cassino
457,B,2024-08-20,orgânico,429,cassino_ao_vivo,111.66,WIN,2025-04-14,333.40,cassino
307,A,2024-06-13,pago,431,cassino_ao_vivo,69.24,LOSS,2025-04-21,0.00,cassino
333,B,2024-02-22,orgânico,433,cassino_ao_vivo,88.95,WIN,2025-05-09,229.27,cassino
219,A,2024-03-12,pago,438,cassino_ao_vivo,152.36,LOSS,2025-04-29,0.00,cassino
412,B,2024-10-09,parceiro,439,cassino_ao_vivo,22.59,LOSS,2025-05-06,0.00,cassino
474,C,2024-01-31,parceiro,441,cassino_ao_vivo,120.63,WIN,2025-04-14,196.65,cassino
363,B,2024-10-28,pago,454,cassino_ao_vivo,63.01,LOSS,2025-04-30,0.00,cassino
149,C,2024-07-01,orgânico,460,cassino_ao_vivo,47.54,LOSS,2025-05-10,0.00,cassino
246,A,2024-09-10,pago,468,cassino_ao_vivo,39.46,LOSS,2025-05-14,0.00,cassino
282,A,2024-03-01,pago,480,cassino_ao_vivo,11.70,WIN,2025-05-07,33.82,cassino
85,C,2024-02-12,pago,481,cassino_ao_vivo,49.08,LOSS,2025-04-19,0.00,cassino
121,B,2024-12-21,orgânico,484,cassino_ao_vivo,63.63,LOSS,2025-04-25,0.00,cassino
248,C,2024-12-15,orgânico,486,cassino_ao_vivo,68.57,LOSS,2025-06-13,0.00,cassino
387,B,2024-09-10,pago,507,cassino_ao_vivo,83.85,LOSS,2025-07-14,0.00,cassino
415,C,2024-06-16,orgânico,508,cassino_ao_vivo,26.65,LOSS,2025-04-29,0.00,cassino
436,A,2024-11-01,parceiro,509,cassino_ao_vivo,2.92,LOSS,2025-04-12,0.00,cassino
57,A,2024-11-02,orgânico,511,cassino_ao_vivo,53.80,LOSS,2025-04-27,0.00,cassino
332,B,2024-07-14,parceiro,519,cassino_ao_vivo,3.63,WIN,2025-04-23,5.45,cassino
456,C,2024-08-29,pago,520,cassino_ao_vivo,8.51,LOSS,2025-04-24,0.00,cassino
437,C,2024-09-26,parceiro,521,cassino_ao_vivo,8.62,WIN,2025-04-27,14.93,cassino
472,B,2024-08-26,parceiro,528,cassino_ao_vivo,112.57,WIN,2025-04-26,193.57,cassino
264,A,2024-01-08,pago,529,cassino_ao_vivo,38.00,LOSS,2025-04-17,0.00,cassino
11,C,2024-12-17,parceiro,531,cassino_ao_vivo,142.02,LOSS,2025-04-10,0.00,cassino
444,C,2024-01-20,pago,533,cassino_ao_vivo,20.58,WIN,2025-04-27,48.43,cassino
138,B,2024-05-09,pago,535,cassino_ao_vivo,95.53,WIN,2025-05-11,246.51,cassino
315,B,2024-10-31,pago,549,cassino_ao_vivo,36.48,LOSS,2025-04-11,0.00,cassino
35,B,2024-01-10,pago,564,cassino_ao_vivo,101.96,WIN,2025-04-09,154.66,cassino
224,B,2024-12-25,orgânico,565,cassino_ao_vivo,66.89,LOSS,2025-04-11,0.00,cassino
191,C,2024-11-02,parceiro,569,cassino_ao_vivo,74.04,WIN,2025-05-08,114.30,cassino
237,A,2024-08-15,orgânico,572,cassino_ao_vivo,51.68,LOSS,2025-04-12,0.00,cassino
297,C,2024-03-20,pago,573,cassino_ao_vivo,16.09,LOSS,2025-05-07,0.00,cassino
39,C,2024-11-17,pago,579,cassino_ao_vivo,46.45,LOSS,2025-05-27,0.00,cassino
241,A,2024-01-23,parceiro,580,cassino_ao_vivo,175.00,LOSS,2025-04-19,0.00,cassino
240,A,2024-08-06,parceiro,587,cassino_ao_vivo,58.10,LOSS,2025-04-13,0.00,cassino
304,A,2024-11-12,orgânico,605,cassino_ao_vivo,20.18,WIN,2025-06-23,46.68,cassino
288,A,2024-12-12,orgânico,606,cassino_ao_vivo,100.05,LOSS,2025-04-17,0.00,cassino
387,B,2024-09-10,pago,608,cassino_ao_vivo,40.20,LOSS,2025-04-27,0.00,cassino
424,B,2024-03-03,pago,612,cassino_ao_vivo,37.46,LOSS,2025-05-11,0.00,cassino
279,A,2024-05-13,orgânico,613,cassino_ao_vivo,2.33,WIN,2025-04-14,4.58,cassino
135,A,2024-10-15,orgânico,614,cassino_ao_vivo,34.67,WIN,2025-05-02,65.07,cassino
209,A,2024-05-11,pago,615,cassino_ao_vivo,23.92,LOSS,2025-08-12,0.00,cassino
338,B,2024-06-13,parceiro,625,cassino_ao_vivo,40.15,WIN,2025-05-18,65.45,cassino
295,A,2024-01-17,orgânico,630,cassino_ao_vivo,47.14,LOSS,2025-05-03,0.00,cassino
157,A,2024-08-18,orgânico,635,cassino_ao_vivo,4.22,LOSS,2025-04-14,0.00,cassino
60,C,2024-02-08,parceiro,636,cassino_ao_vivo,122.32,LOSS,2025-04-27,0.00,cassino
424,B,2024-03-03,pago,638,cassino_ao_vivo,36.40,WIN,2025-04-17,89.68,cassino
144,A,2024-09-05,parceiro,639,cassino_ao_vivo,97.20,WIN,2025-05-17,165.10,cassino
89,A,2024-04-09,parceiro,641,cassino_ao_vivo,9.06,LOSS,2025-04-12,0.00,cassino
249,B,2024-05-28,orgânico,644,cassino_ao_vivo,416.57,LOSS,2025-04-15,0.00,cassino
450,A,2024-03-21,pago,646,cassino_ao_vivo,109.46,WIN,2025-05-18,296.43,cassino
261,A,2024-11-24,parceiro,654,cassino_ao_vivo,0.22,LOSS,2025-04-10,0.00,cassino
424,B,2024-03-03,pago,656,cassino_ao_vivo,100.60,WIN,2025-04-15,267.85,cassino
262,A,2024-09-07,parceiro,657,cassino_ao_vivo,11.98,LOSS,2025-07-13,0.00,cassino
178,C,2024-04-03,pago,666,cassino_ao_vivo,20.49,LOSS,2025-05-17,0.00,cassino
130,C,2024-12-08,orgânico,679,cassino_ao_vivo,26.67,LOSS,2025-05-09,0.00,cassino
266,C,2024-12-28,parceiro,681,cassino_ao_vivo,87.40,LOSS,2025-05-05,0.00,cassino
75,A,2024-06-27,parceiro,682,cassino_ao_vivo,75.73,LOSS,2025-05-03,0.00,cassino
66,A,2024-08-10,pago,692,cassino_ao_vivo,66.17,WIN,2025-04-21,135.99,cassino
103,A,2024-05-23,orgânico,700,cassino_ao_vivo,22.01,WIN,2025-04-26,38.00,cassino
461,B,2024-12-18,pago,706,cassino_ao_vivo,28.30,LOSS,2025-06-29,0.00,cassino
47,A,2024-04-26,pago,712,cassino_ao_vivo,226.44,LOSS,2025-04-24,0.00,cassino
434,C,2024-03-31,pago,713,cassino_ao_vivo,45.38,WIN,2025-06-02,133.69,cassino
103,A,2024-05-23,orgânico,717,cassino_ao_vivo,20.30,LOSS,2025-04-15,0.00,cassino
328,A,2024-06-17,orgânico,718,cassino_ao_vivo,33.67,LOSS,2025-04-22,0.00,cassino
460,C,2024-09-03,parceiro,725,cassino_ao_vivo,25.14,LOSS,2025-04-19,0.00,cassino
302,C,2024-05-13,pago,728,cassino_ao_vivo,69.51,WIN,2025-04-25,110.47,cassino
377,B,2024-09-09,pago,731,cassino_ao_vivo,8.43,WIN,2025-04-15,24.00,cassino
35,B,2024-01-10,pago,732,cassino_ao_vivo,54.10,WIN,2025-05-27,92.70,cassino
218,A,2024-11-16,pago,736,cassino_ao_vivo,41.36,LOSS,2025-04-11,0.00,cassino
38,C,2024-11-25,orgânico,742,cassino_ao_vivo,26.41,WIN,2025-04-14,66.85,cassino
197,C,2024-08-17,orgânico,743,cassino_ao_vivo,18.62,WIN,2025-05-07,54.22,cassino
280,C,2024-11-30,pago,744,cassino_ao_vivo,18.22,LOSS,2025-04-13,0.00,cassino
275,A,2024-12-06,pago,745,cassino_ao_vivo,60.15,WIN,2025-05-20,122.07,cassino
174,B,2024-03-08,pago,746,cassino_ao_vivo,40.80,LOSS,2025-05-11,0.00,cassino
153,C,2024-03-03,orgânico,751,cassino_ao_vivo,2.25,WIN,2025-04-18,4.56,cassino
498,B,2024-07-25,orgânico,753,cassino_ao_vivo,95.24,LOSS,2025-06-19,0.00,cassino
312,C,2024-07-20,pago,757,cassino_ao_vivo,4.25,WIN,2025-04-26,11.23,cassino
32,B,2024-12-26,orgânico,759,cassino_ao_vivo,35.40,LOSS,2025-04-11,0.00,cassino
433,A,2024-09-15,pago,763,cassino_ao_vivo,66.43,LOSS,2025-06-19,0.00,cassino
293,C,2024-05-01,orgânico,766,cassino_ao_vivo,39.53,WIN,2025-04-24,89.99,cassino
442,C,2024-09-26,parceiro,770,cassino_ao_vivo,30.53,LOSS,2025-05-11,0.00,cassino
101,A,2024-09-09,parceiro,771,cassino_ao_vivo,39.85,WIN,2025-07-17,90.75,cassino
334,B,2024-09-02,pago,773,cassino_ao_vivo,25.33,WIN,2025-06-30,69.70,cassino
292,A,2024-12-16,orgânico,774,cassino_ao_vivo,67.53,LOSS,2025-04-10,0.00,cassino
236,A,2024-08-14,pago,782,cassino_ao_vivo,7.66,LOSS,2025-05-03,0.00,cassino
368,A,2024-09-29,pago,783,cassino_ao_vivo,35.97,LOSS,2025-04-27,0.00,cassino
17,C,2024-11-14,orgânico,784,cassino_ao_vivo,37.17,WIN,2025-07-25,57.65,cassino
7,A,2024-09-04,parceiro,787,cassino_ao_vivo,80.28,LOSS,2025-04-12,0.00,cassino
222,A,2024-09-26,orgânico,789,cassino_ao_vivo,39.62,WIN,2025-04-16,72.05,cassino
403,C,2024-09-23,parceiro,793,cassino_ao_vivo,73.79,LOSS,2025-05-01,0.00,cassino
287,A,2024-02-09,pago,795,cassino_ao_vivo,25.43,WIN,2025-06-07,58.26,cassino
473,B,2024-12-22,pago,803,cassino_ao_vivo,11.46,LOSS,2025-04-14,0.00,cassino
242,B,2024-12-27,parceiro,807,cassino_ao_vivo,85.88,LOSS,2025-04-27,0.00,cassino
481,A,2024-04-01,orgânico,808,cassino_ao_vivo,0.96,WIN,2025-04-24,2.57,cassino
63,A,2024-05-01,pago,823,cassino_ao_vivo,9.42,LOSS,2025-04-15,0.00,cassino
284,C,2024-03-14,orgânico,825,cassino_ao_vivo,97.69,LOSS,2025-06-11,0.00,cassino
141,C,2024-11-11,orgânico,832,cassino_ao_vivo,56.49,LOSS,2025-04-11,0.00,cassino
456,C,2024-08-29,pago,836,cassino_ao_vivo,29.80,WIN,2025-04-29,88.82,cassino
280,C,2024-11-30,pago,848,cassino_ao_vivo,83.16,WIN,2025-05-09,133.45,cassino
61,B,2024-02-22,orgânico,855,cassino_ao_vivo,0.89,WIN,2025-05-26,1.83,cassino
489,C,2024-05-24,pago,856,cassino_ao_vivo,79.89,WIN,2025-04-20,123.84,cassino
172,C,2024-08-08,pago,862,cassino_ao_vivo,60.30,WIN,2025-04-15,143.62,cassino
272,C,2024-03-03,orgânico,863,cassino_ao_vivo,62.71,LOSS,2025-04-15,0.00,cassino
423,C,2024-02-18,pago,866,cassino_ao_vivo,32.77,WIN,2025-04-13,51.55,cassino
131,C,2024-11-02,parceiro,871,cassino_ao_vivo,79.32,WIN,2025-05-27,184.36,cassino
385,C,2024-03-16,parceiro,873,cassino_ao_vivo,93.68,LOSS,2025-07-20,0.00,cassino
338,B,2024-06-13,parceiro,877,cassino_ao_vivo,9.59,LOSS,2025-05-09,0.00,cassino
356,A,2024-09-27,pago,885,cassino_ao_vivo,8.84,LOSS,2025-05-17,0.00,cassino
125,A,2024-01-09,parceiro,888,cassino_ao_vivo,3.19,WIN,2025-05-18,8.49,cassino
296,B,2024-02-27,orgânico,890,cassino_ao_vivo,3.30,LOSS,2025-06-06,0.00,cassino
47,A,2024-04-26,pago,898,cassino_ao_vivo,49.88,LOSS,2025-04-22,0.00,cassino
446,B,2024-10-18,pago,904,cassino_ao_vivo,4.96,LOSS,2025-05-31,0.00,cassino
367,C,2024-01-19,pago,906,cassino_ao_vivo,64.72,LOSS,2025-04-17,0.00,cassino
328,A,2024-06-17,orgânico,907,cassino_ao_vivo,16.45,WIN,2025-04-13,43.78,cassino
87,B,2024-10-08,parceiro,908,cassino_ao_vivo,124.73,LOSS,2025-04-21,0.00,cassino
165,C,2024-06-30,pago,911,cassino_ao_vivo,53.84,WIN,2025-05-10,132.52,cassino
223,A,2024-11-03,pago,912,cassino_ao_vivo,23.61,WIN,2025-05-08,45.50,cassino
39,C,2024-11-17,pago,924,cassino_ao_vivo,6.94,LOSS,2025-06-06,0.00,cassino
150,B,2024-03-27,pago,942,cassino_ao_vivo,16.33,LOSS,2025-06-19,0.00,cassino
349,C,2024-02-16,parceiro,948,cassino_ao_vivo,102.02,LOSS,2025-06-07,0.00,cassino
44,C,2024-05-08,parceiro,950,cassino_ao_vivo,13.29,LOSS,2025-04-23,0.00,cassino
200,B,2024-01-03,orgânico,956,cassino_ao_vivo,7.28,LOSS,2025-06-23,0.00,cassino
271,C,2024-05-21,parceiro,963,cassino_ao_vivo,10.84,WIN,2025-04-09,18.42,cassino
262,A,2024-09-07,parceiro,964,cassino_ao_vivo,39.57,WIN,2025-07-16,83.97,cassino
420,A,2024-05-22,pago,968,cassino_ao_vivo,3.11,LOSS,2025-04-18,0.00,cassino
326,A,2024-09-24,orgânico,970,cassino_ao_vivo,81.38,LOSS,2025-04-12,0.00,cassino
258,C,2024-04-01,orgânico,971,cassino_ao_vivo,71.24,WIN,2025-05-15,123.44,cassino
192,C,2024-12-04,pago,976,cassino_ao_vivo,48.53,LOSS,2025-04-27,0.00,cassino
425,A,2024-02-19,pago,977,cassino_ao_vivo,95.50,LOSS,2025-04-19,0.00,cassino
297,C,2024-03-20,pago,979,cassino_ao_vivo,1.39,LOSS,2025-04-19,0.00,cassino
430,B,2024-08-04,orgânico,989,cassino_ao_vivo,61.10,LOSS,2025-04-11,0.00,cassino
197,C,2024-08-17,orgânico,991,cassino_ao_vivo,4.69,LOSS,2025-05-26,0.00,cassino
149,C,2024-07-01,orgânico,993,cassino_ao_vivo,4.03,LOSS,2025-05-05,0.00,cassino
363,B,2024-10-28,pago,997,cassino_ao_vivo,43.00,LOSS,2025-04-10,0.00,cassino
138,B,2024-05-09,pago,998,cassino_ao_vivo,191.09,LOSS,2025-06-01,0.00,cassino
112,A,2024-11-19,pago,1003,cassino_ao_vivo,44.81,LOSS,2025-05-12,0.00,cassino
296,B,2024-02-27,orgânico,1006,cassino_ao_vivo,5.14,WIN,2025-05-04,10.77,cassino
1,A,2024-05-06,pago,1009,cassino_ao_vivo,49.09,LOSS,2025-04-20,0.00,cassino
148,C,2024-09-14,parceiro,1010,cassino_ao_vivo,74.34,LOSS,2025-04-26,0.00,cassino
159,A,2024-12-02,pago,1012,cassino_ao_vivo,19.40,WIN,2025-05-06,46.40,cassino
268,B,2024-07-07,pago,1015,cassino_ao_vivo,2.31,LOSS,2025-05-07,0.00,cassino
387,B,2024-09-10,pago,1020,cassino_ao_vivo,51.24,LOSS,2025-04-30,0.00,cassino
417,A,2024-06-26,orgânico,1030,cassino_ao_vivo,25.11,LOSS,2025-04-11,0.00,cassino
407,B,2024-11-28,orgânico,1033,cassino_ao_vivo,65.04,WIN,2025-04-28,141.13,cassino
388,B,2024-10-06,pago,1037,cassino_ao_vivo,26.73,WIN,2025-07-24,45.00,cassino
497,B,2024-06-20,orgânico,1040,cassino_ao_vivo,46.32,LOSS,2025-04-15,0.00,cassino
94,A,2024-03-09,pago,1046,cassino_ao_vivo,11.78,WIN,2025-04-09,27.24,cassino
362,C,2024-01-08,orgânico,1050,cassino_ao_vivo,49.88,WIN,2025-04-21,81.39,cassino
150,B,2024-03-27,pago,1051,cassino_ao_vivo,91.76,LOSS,2025-05-27,0.00,cassino
351,C,2024-07-09,pago,1052,cassino_ao_vivo,50.49,LOSS,2025-05-04,0.00,cassino
129,B,2024-10-03,orgânico,1054,cassino_ao_vivo,59.75,WIN,2025-04-19,113.86,cassino
403,C,2024-09-23,parceiro,1057,cassino_ao_vivo,66.16,WIN,2025-04-11,109.29,cassino
385,C,2024-03-16,parceiro,1059,cassino_ao_vivo,7.27,LOSS,2025-04-12,0.00,cassino
436,A,2024-11-01,parceiro,1063,cassino_ao_vivo,52.41,WIN,2025-04-29,128.36,cassino
450,A,2024-03-21,pago,1067,cassino_ao_vivo,3.53,LOSS,2025-04-18,0.00,cassino
188,B,2024-09-17,pago,1077,cassino_ao_vivo,78.65,WIN,2025-05-30,122.01,cassino
162,B,2024-05-29,pago,1079,cassino_ao_vivo,17.78,LOSS,2025-05-09,0.00,cassino
383,A,2024-10-07,orgânico,1083,cassino_ao_vivo,16.74,LOSS,2025-05-06,0.00,cassino
405,A,2024-07-29,orgânico,1084,cassino_ao_vivo,38.93,LOSS,2025-05-13,0.00,cassino
162,B,2024-05-29,pago,1085,cassino_ao_vivo,31.09,LOSS,2025-04-12,0.00,cassino
47,A,2024-04-26,pago,1091,cassino_ao_vivo,26.69,WIN,2025-05-20,61.92,cassino
490,C,2024-08-09,pago,1098,cassino_ao_vivo,37.20,WIN,2025-04-22,108.74,cassino
165,C,2024-06-30,pago,1100,cassino_ao_vivo,53.35,WIN,2025-04-09,130.71,cassino
308,B,2024-05-22,parceiro,1102,cassino_ao_vivo,109.63,LOSS,2025-06-21,0.00,cassino
75,A,2024-06-27,parceiro,1103,cassino_ao_vivo,31.62,WIN,2025-05-07,93.77,cassino
408,C,2024-12-11,pago,1107,cassino_ao_vivo,106.90,WIN,2025-06-17,246.72,cassino
420,A,2024-05-22,pago,1111,cassino_ao_vivo,66.18,LOSS,2025-04-09,0.00,cassino
130,C,2024-12-08,orgânico,1112,cassino_ao_vivo,42.59,LOSS,2025-04-25,0.00,cassino
87,B,2024-10-08,parceiro,1121,cassino_ao_vivo,14.27,LOSS,2025-05-10,0.00,cassino
96,B,2024-06-14,pago,1122,cassino_ao_vivo,118.65,WIN,2025-06-04,215.79,cassino
439,C,2024-12-09,pago,1126,cassino_ao_vivo,14.40,LOSS,2025-04-18,0.00,cassino
